image_path,filename,raw_class,class_name,label,split
data\raw\bloodcells_dataset\erythroblast\ERB_170062.jpg,ERB_170062.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_170918.jpg,ERB_170918.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_171698.jpg,ERB_171698.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_172373.jpg,ERB_172373.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_174098.jpg,ERB_174098.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_174299.jpg,ERB_174299.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_174418.jpg,ERB_174418.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_178311.jpg,ERB_178311.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_180003.jpg,ERB_180003.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_180615.jpg,ERB_180615.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_181249.jpg,ERB_181249.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_181408.jpg,ERB_181408.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_181786.jpg,ERB_181786.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_18313.jpg,ERB_18313.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_183171.jpg,ERB_183171.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_18455.jpg,ERB_18455.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_184945.jpg,ERB_184945.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_185658.jpg,ERB_185658.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_185950.jpg,ERB_185950.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_187538.jpg,ERB_187538.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_187959.jpg,ERB_187959.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_189103.jpg,ERB_189103.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_189232.jpg,ERB_189232.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_189611.jpg,ERB_189611.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_190644.jpg,ERB_190644.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_191437.jpg,ERB_191437.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_191913.jpg,ERB_191913.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_193374.jpg,ERB_193374.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_193606.jpg,ERB_193606.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_193810.jpg,ERB_193810.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_195694.jpg,ERB_195694.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_19758.jpg,ERB_19758.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_198977.jpg,ERB_198977.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_199408.jpg,ERB_199408.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_199640.jpg,ERB_199640.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_200117.jpg,ERB_200117.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_20036.jpg,ERB_20036.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_202057.jpg,ERB_202057.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_202430.jpg,ERB_202430.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_206195.jpg,ERB_206195.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_208701.jpg,ERB_208701.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_209277.jpg,ERB_209277.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_209319.jpg,ERB_209319.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_210322.jpg,ERB_210322.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_214204.jpg,ERB_214204.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_214736.jpg,ERB_214736.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_214915.jpg,ERB_214915.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_215077.jpg,ERB_215077.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_215265.jpg,ERB_215265.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_21715.jpg,ERB_21715.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_217339.jpg,ERB_217339.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_21736.jpg,ERB_21736.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_217606.jpg,ERB_217606.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_218522.jpg,ERB_218522.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_219791.jpg,ERB_219791.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_22055.jpg,ERB_22055.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_220917.jpg,ERB_220917.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_221485.jpg,ERB_221485.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_221964.jpg,ERB_221964.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_222683.jpg,ERB_222683.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_222791.jpg,ERB_222791.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_223548.jpg,ERB_223548.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_225431.jpg,ERB_225431.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_226177.jpg,ERB_226177.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_226523.jpg,ERB_226523.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_22703.jpg,ERB_22703.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_228522.jpg,ERB_228522.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_23214.jpg,ERB_23214.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_232331.jpg,ERB_232331.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_232452.jpg,ERB_232452.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_232473.jpg,ERB_232473.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_233793.jpg,ERB_233793.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_233840.jpg,ERB_233840.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_234903.jpg,ERB_234903.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_237446.jpg,ERB_237446.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_238408.jpg,ERB_238408.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_239174.jpg,ERB_239174.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_240087.jpg,ERB_240087.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_243400.jpg,ERB_243400.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_243972.jpg,ERB_243972.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_244436.jpg,ERB_244436.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_245577.jpg,ERB_245577.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_245683.jpg,ERB_245683.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_246276.jpg,ERB_246276.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_246454.jpg,ERB_246454.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_246744.jpg,ERB_246744.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_247744.jpg,ERB_247744.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_247876.jpg,ERB_247876.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_248076.jpg,ERB_248076.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_248448.jpg,ERB_248448.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_2489268.jpg,ERB_2489268.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_249169.jpg,ERB_249169.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_250013.jpg,ERB_250013.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_25063.jpg,ERB_25063.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_250982.jpg,ERB_250982.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_251299.jpg,ERB_251299.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_251659.jpg,ERB_251659.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_251840.jpg,ERB_251840.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_256257.jpg,ERB_256257.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_256567.jpg,ERB_256567.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_257472.jpg,ERB_257472.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_257583.jpg,ERB_257583.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_257713.jpg,ERB_257713.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_257829.jpg,ERB_257829.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_258850.jpg,ERB_258850.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_258900.jpg,ERB_258900.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_259317.jpg,ERB_259317.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_260331.jpg,ERB_260331.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_260693.jpg,ERB_260693.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_262130.jpg,ERB_262130.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_26343.jpg,ERB_26343.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_264104.jpg,ERB_264104.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_264380.jpg,ERB_264380.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_264808.jpg,ERB_264808.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_267181.jpg,ERB_267181.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_267758.jpg,ERB_267758.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_269077.jpg,ERB_269077.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_271524.jpg,ERB_271524.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_271613.jpg,ERB_271613.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_271935.jpg,ERB_271935.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_272041.jpg,ERB_272041.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_272885.jpg,ERB_272885.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_273428.jpg,ERB_273428.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_274051.jpg,ERB_274051.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_27464.jpg,ERB_27464.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_275509.jpg,ERB_275509.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_275992.jpg,ERB_275992.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_276729.jpg,ERB_276729.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_276730.jpg,ERB_276730.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_278104.jpg,ERB_278104.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_278790.jpg,ERB_278790.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_279810.jpg,ERB_279810.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_280069.jpg,ERB_280069.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_281125.jpg,ERB_281125.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_281369.jpg,ERB_281369.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_281745.jpg,ERB_281745.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_284271.jpg,ERB_284271.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_284808.jpg,ERB_284808.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_284832.jpg,ERB_284832.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_2850.jpg,ERB_2850.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_287237.jpg,ERB_287237.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_288825.jpg,ERB_288825.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_289566.jpg,ERB_289566.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_291077.jpg,ERB_291077.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_29121.jpg,ERB_29121.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_292245.jpg,ERB_292245.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_292289.jpg,ERB_292289.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_292483.jpg,ERB_292483.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_293299.jpg,ERB_293299.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_294305.jpg,ERB_294305.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_297101.jpg,ERB_297101.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_298993.jpg,ERB_298993.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_300288.jpg,ERB_300288.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_300293.jpg,ERB_300293.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_300685.jpg,ERB_300685.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_302657.jpg,ERB_302657.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_304984.jpg,ERB_304984.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_305423.jpg,ERB_305423.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_307328.jpg,ERB_307328.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_307484.jpg,ERB_307484.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_308168.jpg,ERB_308168.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_309282.jpg,ERB_309282.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_309485.jpg,ERB_309485.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_310389.jpg,ERB_310389.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_310802.jpg,ERB_310802.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_311881.jpg,ERB_311881.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_312715.jpg,ERB_312715.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_313113.jpg,ERB_313113.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_313180.jpg,ERB_313180.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_314544.jpg,ERB_314544.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_315014.jpg,ERB_315014.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_31605.jpg,ERB_31605.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_316063.jpg,ERB_316063.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_316103.jpg,ERB_316103.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_317661.jpg,ERB_317661.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_318044.jpg,ERB_318044.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_31995.jpg,ERB_31995.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_320270.jpg,ERB_320270.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_320280.jpg,ERB_320280.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_323008.jpg,ERB_323008.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_324760.jpg,ERB_324760.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_326317.jpg,ERB_326317.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_327935.jpg,ERB_327935.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_327961.jpg,ERB_327961.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_328329.jpg,ERB_328329.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_328518.jpg,ERB_328518.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_328967.jpg,ERB_328967.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_329501.jpg,ERB_329501.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_330594.jpg,ERB_330594.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_331576.jpg,ERB_331576.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_332484.jpg,ERB_332484.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_333003.jpg,ERB_333003.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_335809.jpg,ERB_335809.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_336736.jpg,ERB_336736.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_336934.jpg,ERB_336934.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_337923.jpg,ERB_337923.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_340281.jpg,ERB_340281.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_340431.jpg,ERB_340431.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_340481.jpg,ERB_340481.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_342437.jpg,ERB_342437.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_34345.jpg,ERB_34345.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_344388.jpg,ERB_344388.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_344608.jpg,ERB_344608.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_345085.jpg,ERB_345085.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_346294.jpg,ERB_346294.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_348544.jpg,ERB_348544.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_348835.jpg,ERB_348835.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_349802.jpg,ERB_349802.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_349907.jpg,ERB_349907.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_349979.jpg,ERB_349979.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_35040.jpg,ERB_35040.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_35048.jpg,ERB_35048.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_351346.jpg,ERB_351346.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_351444.jpg,ERB_351444.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_351768.jpg,ERB_351768.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_352063.jpg,ERB_352063.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_352362.jpg,ERB_352362.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_352955.jpg,ERB_352955.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_353758.jpg,ERB_353758.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_353900.jpg,ERB_353900.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_353923.jpg,ERB_353923.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_354514.jpg,ERB_354514.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_356198.jpg,ERB_356198.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_356390.jpg,ERB_356390.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_356501.jpg,ERB_356501.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_359800.jpg,ERB_359800.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_360189.jpg,ERB_360189.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_360494.jpg,ERB_360494.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_36119.jpg,ERB_36119.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_361542.jpg,ERB_361542.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_362412.jpg,ERB_362412.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_36367.jpg,ERB_36367.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_363809.jpg,ERB_363809.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_36593.jpg,ERB_36593.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_366289.jpg,ERB_366289.jpg,erythroblast,erythroblast,2,train
data\raw\bloodcells_dataset\erythroblast\ERB_367386.jpg,ERB_367386.jpg,erythroblast,erythroblast,2,train
